위도,경도,교차로명,노드아이디,권역코드,Y좌표,X좌표
3718.3920000000,12648.6900000000,,2170036000,,183221.1670320000,422744.7264970000
3718.3800000000,12648.8800000000,태영프라자                    ,2170035900,,183500.6484520000,422724.1317820000
3718.5320000000,12648.5560000000,초지고교삼거리                ,2170035800,,183025.4121100000,423007.6325210000
3719.0860000000,12648.5000000000,공대입구삼거리                ,2170035700,,182943.2792380000,424030.1125560000
3718.8240000000,12647.8820000000,,2170035600,,182029.0024110000,423542.1480860000
3719.8100000000,12647.2700000000,,2170035500,,181133.3807760000,425372.1241770000
3719.7450000000,12647.2300000000,안산역사거리                  ,2170035400,,181069.9880770000,425252.0917680000
3720.0920000000,12647.4450000000,원곡교                        ,2170035300,,181390.1063290000,425899.0932020000
3720.0890000000,12647.4910000000,,2170035200,,181456.9000800000,425889.3460880000
3720.0130000000,12647.4800000000,,2170035100,,181442.2557440000,425746.4557080000
3719.9680000000,12647.6620000000,,2170035000,,181708.8189840000,425664.2055050000
3719.9030000000,12647.4000000000,,2170034900,,181326.3638980000,425544.1835080000
3719.8260000000,12647.5740000000,,2170034800,,181577.1343510000,425400.5935880000
3720.0800000000,12647.6610000000,원곡기숙사삼거리              ,2170034700,,181708.5740370000,425872.1310180000
3720.2010000000,12647.4990000000,,2170034600,,181469.8236130000,426096.9062710000
3720.4210000000,12647.5220000000,,2170034500,,181505.8460190000,426505.2241770000
3720.3920000000,12647.5760000000,,2170034400,,181584.0633640000,426448.8694970000
3720.6280000000,12647.6990000000,도일사거리                    ,2170034300,,181766.8703210000,426886.2706110000
3720.6650000000,12648.0110000000,6순환로삼거리                 ,2170034200,,182228.6804180000,426953.3890090000
3719.5600000000,12647.2700000000,,2170034100,,181130.7613550000,424909.3087680000
3719.5330000000,12647.1590000000,,2170034000,,180965.7323920000,424858.8578050000
3719.3980000000,12647.3600000000,,2170033900,,181259.3615350000,424608.8914180000
3719.3310000000,12647.2300000000,,2170033800,,181073.4030180000,424485.4958830000
3719.3600000000,12648.0120000000,,2170033700,,182222.8786910000,424534.9043010000
3719.4380000000,12647.9580000000,,2170033600,,182144.8504550000,424686.3089220000
3719.4110000000,12648.0520000000,연수원사거리                  ,2170033500,,182285.8555860000,424637.6152430000
3719.6170000000,12648.0000000000,라성호텔단일로                ,2170033400,,182211.0936080000,425012.2251750000
3719.5070000000,12647.7010000000,협성연립삼거리                ,2170033300,,181765.6978200000,424815.1452460000
3719.7290000000,12648.0900000000,,2170033200,,182345.6181520000,425219.4651790000
3719.8090000000,12647.9540000000,,2170033100,,182135.7728050000,425366.1243760000
3719.6480000000,12648.2480000000,,2170033000,,182573.3532960000,425069.0697010000
3719.6000000000,12648.3400000000,,2170032900,,182706.9898830000,424980.4186910000
3719.5590000000,12648.4100000000,,2170032800,,182822.0914420000,424904.0036250000
3719.4460000000,12648.3240000000,,2170032700,,182686.6191510000,424695.0043580000
3719.3350000000,12648.2300000000,,2170032600,,182547.7084930000,424494.8331340000
3719.4980000000,12648.5490000000,,2170032500,,183015.8584270000,424792.6467820000
3719.7610000000,12648.3400000000,,2170032400,,182710.8590340000,425277.7016620000
3719.6540000000,12648.5600000000,선부11단지사거리              ,2170032300,,183030.1206740000,425063.2040000000
3719.8190000000,12648.2300000000,,2170032200,,182545.9433010000,425382.9522700000
3719.8780000000,12648.1280000000,,2170032100,,182390.3435310000,425494.5410790000
3719.9360000000,12648.2740000000,,2170032000,,182607.8650710000,425599.8385340000
3719.8560000000,12648.4210000000,,2170031900,,182826.1392760000,425451.1146910000
3719.9860000000,12648.3990000000,,2170031800,,182793.4330230000,425693.4064240000
3719.8960000000,12648.5800000000,선부1파출소삼거리             ,2170031700,,183062.5742410000,425535.9277380000
3719.9790000000,12648.5830000000,선부1파출소삼거리             ,2170031600,,183068.2150290000,425649.6290640000
3720.0680000000,12648.4840000000,차량등록사업소동사거리        ,2170031500,,182923.6844450000,425848.0634070000
3720.0720000000,12648.4040000000,차량등록사업소서사거리        ,2170031400,,182806.1663600000,425855.4911870000
3720.0560000000,12648.7280000000,군자광장사거리                ,2170031300,,183245.4646840000,425827.0319720000
3720.1740000000,12648.6010000000,,2170031200,,183096.3403430000,426024.1083930000
3720.0530000000,12648.7820000000,군자농협사거리                ,2170031100,,183363.0537970000,425819.2958460000
3720.2350000000,12648.6060000000,,2170031000,,183103.5466140000,426151.0352660000
3720.3470000000,12648.6100000000,,2170030900,,183117.5761350000,426360.6466120000
3720.2880000000,12648.4540000000,,2170030800,,182880.6221410000,426254.9359750000
3720.2720000000,12648.7670000000,,2170030700,,183343.2012470000,426223.4636900000
3720.5140000000,12648.7480000000,,2170030600,,183314.8785250000,426671.9764430000
3720.1900000000,12648.9100000000,,2170030500,,183559.2703990000,426069.9060920000
3720.1400000000,12648.7860000000,,2170030400,,183372.4696220000,425982.0318890000
3720.2190000000,12648.9870000000,,2170030300,,183667.8063230000,426124.6261320000
3720.0440000000,12648.9730000000,강서고교사거리                ,2170030200,,183646.4938090000,425800.8233340000
3719.8970000000,12649.0080000000,,2170030100,,183696.4890460000,425528.8008020000
3719.9020000000,12648.8970000000,,2170030000,,183533.3753870000,425539.2177180000
3719.8940000000,12649.0540000000,화랑초교사거리                ,2170029900,,183764.7218990000,425523.6396810000
3720.0420000000,12649.0150000000,,2170029800,,183708.1721710000,425796.8794240000
3719.5940000000,12649.1000000000,,2170029700,,183831.9897110000,424965.9190030000
3719.6000000000,12649.1400000000,고잔1동사무소사거리           ,2170029600,,183888.5908710000,424978.1667270000
3719.6030000000,12649.3700000000,,2170029500,,184231.6266560000,424982.5617510000
3719.4620000000,12649.3300000000,,2170029400,,184176.7271640000,424722.4074820000
3719.4680000000,12649.1700000000,,2170029300,,183944.2615300000,424734.1845890000
3719.3000000000,12649.2090000000,무진사거리                    ,2170029200,,183987.8671760000,424422.5788560000
3719.3020000000,12649.1630000000,화정1교사거리                 ,2170029100,,183919.2138470000,424432.6885670000
3720.2210000000,12648.2930000000,,2170029000,,182642.9850490000,426132.5392110000
3720.0780000000,12648.2820000000,선부1동사무소사거리           ,2170028900,,182625.5238380000,425867.0709060000
3723.6450000000,12639.2460000000,,1640002000,,169304.9016600000,432503.0954490000
3722.2270000000,12637.9400000000,,1640001900,,167375.4592260000,429886.0199300000
3724.1710000000,12639.1700000000,외암도사거리                  ,1640001800,,170434.1211110000,432335.9831280000
3721.4800000000,12643.0980000000,옥구고가삼거리                ,2240041900,,174976.1862200000,428479.3617960000
3721.3130000000,12643.6300000000,,2240041800,,175766.4451260000,428165.4042590000
3721.2860000000,12643.6700000000,,2240041700,,175828.6398920000,428116.8788140000
3721.1630000000,12643.8770000000,,2240041600,,176124.8010620000,427890.1902580000
3721.0210000000,12644.1000000000,,2240041500,,176461.7181410000,427624.4836130000
3720.9420000000,12644.2330000000,,2240041400,,176645.4239150000,427480.1339630000
3721.0300000000,12644.3190000000,,2240041300,,176773.8275550000,427641.6493770000
3720.6550000000,12643.9530000000,,2240041200,,176233.6847580000,426949.2160860000
3720.7330000000,12643.8200000000,,2240041100,,176046.2186640000,427092.5552700000
3720.9100000000,12643.5400000000,,2240041000,,175625.9749530000,427421.8457360000
3720.9970000000,12643.4000000000,,2240040900,,175419.3313140000,427582.4712980000
3721.0880000000,12643.4840000000,,2240040800,,175543.6165110000,427751.7894410000
3721.1140000000,12643.4410000000,,2240040700,,175480.1798030000,427801.3493680000
3721.1720000000,12643.4900000000,,2240040600,,175563.5995390000,427906.4108050000
3721.2070000000,12643.2900000000,,2240040500,,175260.3210210000,427970.9633230000
3721.2660000000,12643.3500000000,,2240040400,,175344.8495170000,428079.4930620000
3721.1470000000,12643.2300000000,,2240040300,,175176.2530290000,427861.2612760000
3721.1160000000,12643.2050000000,,2240040200,,175132.8069340000,427805.6473690000
3721.0240000000,12643.3530000000,,2240040100,,175350.1198800000,427635.6975000000
3721.0560000000,12643.3800000000,,2240040000,,175393.0248070000,427690.9577210000
3720.9130000000,12643.3200000000,,2240039900,,175299.7733780000,427428.0270810000
3720.8160000000,12643.2260000000,옥구3교                       ,2240039800,,175160.2182910000,427249.1367380000
3720.7650000000,12643.3080000000,,2240039700,,175284.4079260000,427152.9125470000
3720.5550000000,12643.6500000000,,2240039600,,175781.0731790000,426765.9236940000
3720.4750000000,12643.7800000000,군자5교                       ,2240039500,,175972.1544300000,426617.4064530000
3720.8460000000,12643.1780000000,옥구3교                       ,2240039400,,175090.4496320000,427303.1523070000
3720.9180000000,12642.2700000000,,2240039300,,173747.9160140000,427441.0855970000
3720.4340000000,12642.0950000000,,2240039200,,173487.3696520000,426545.6274660000
3720.2620000000,12642.3760000000,,2240039100,,173903.2166310000,426229.2627650000
3720.1720000000,12642.5190000000,옥구6교                       ,2240039000,,174113.8089450000,426063.4960280000
3720.1400000000,12642.5720000000,옥구6교                       ,2240038900,,174192.2075020000,426004.0658230000
3720.0420000000,12642.4790000000,,2240038800,,174053.7956170000,425821.6721210000
3719.7300000000,12642.1790000000,,2240038700,,173609.7281330000,425246.7493220000
3719.6910000000,12642.1410000000,,2240038500,,173552.9341110000,425174.8527690000
3719.5180000000,12642.4220000000,,2240038400,,173967.0241100000,424854.0856760000
3719.5570000000,12642.4590000000,,2240038300,,174021.6871650000,424924.5856890000
3719.6430000000,12642.3200000000,,2240038000,,173813.8866210000,425083.1169090000
3719.9010000000,12641.8020000000,,2240037900,,173051.8988280000,425567.3102880000
3719.3260000000,12642.7330000000,,2240037800,,174422.4723910000,424496.2323750000
3719.3610000000,12642.7600000000,,2240037700,,174474.8202120000,424559.7384890000
3719.7010000000,12643.0200000000,,2240037400,,174861.7772920000,425186.8468210000
3719.8580000000,12643.1800000000,,2240037300,,175089.8839960000,425476.2050820000
3719.9150000000,12643.2300000000,,2240037200,,175171.6687140000,425582.0233980000
3719.4590000000,12642.8620000000,,2240037100,,174589.5835700000,424710.5533440000
3719.5640000000,12642.9600000000,,2240037000,,174766.8542040000,424933.4573890000
3719.6740000000,12643.0720000000,,2240036800,,174925.8081530000,425135.1233350000
3719.8890000000,12643.2800000000,,2240036500,,175234.9177540000,425533.1763060000
3719.0360000000,12643.5500000000,,2240036000,,175629.0084610000,423955.3223290000
3720.1420000000,12643.4500000000,,2240035500,,175499.7285960000,426001.6894170000
3720.3650000000,12643.6740000000,,2240035400,,175817.6381280000,426413.7907310000
3720.5710000000,12643.8700000000,,2240035300,,176113.4789800000,426793.4139500000
3720.1310000000,12644.3300000000,,2240035200,,176795.9689210000,425976.6138210000
3719.9970000000,12644.5500000000,정왕3교                       ,2240035100,,177116.0166160000,425728.3324240000
3719.9440000000,12644.6300000000,,2240035000,,177239.8982600000,425628.8254020000
3719.9270000000,12644.9100000000,,2240034900,,177650.9452060000,425597.9444840000
3720.0320000000,12644.9600000000,,2240034800,,177719.0406490000,425790.9486060000
3720.0860000000,12644.8700000000,,2240034700,,177590.9581960000,425891.2445390000
3720.1160000000,12644.9000000000,,2240034600,,177633.9317100000,425947.2287020000
3720.1760000000,12644.7200000000,정왕2교                       ,2240034500,,177373.7614520000,426058.0956840000
3720.3120000000,12644.5000000000,,2240034400,,177049.3086090000,426310.8294550000
3720.3250000000,12644.8700000000,,2240034300,,177586.5308380000,426333.6258710000
3720.2740000000,12644.9520000000,,2240034100,,177707.3473880000,426239.5960720000
3720.2340000000,12645.0170000000,,2240033900,,177802.6555400000,426163.5038760000
3720.2870000000,12644.8300000000,,2240033800,,177529.6533440000,426263.0108980000
3719.5800000000,12644.0780000000,,2240033700,,176410.1268250000,424957.2818020000
3719.4650000000,12643.9650000000,,2240033600,,176247.2015030000,424746.8128700000
3719.2510000000,12643.7580000000,,2240033300,,175934.7736030000,424351.7358290000
3721.3330000000,12644.1850000000,,2240033200,,176575.8536730000,428202.7024570000
3721.5010000000,12644.1270000000,,2240033100,,176495.4519490000,428510.2923210000
3721.4750000000,12644.0000000000,,2240033000,,176318.3057730000,428463.4718850000
3721.2010000000,12644.5030000000,시흥교육청입구                ,2240032900,,177051.0513160000,427956.7530650000
3721.1040000000,12644.7760000000,,2240032800,,177452.1481550000,427777.5750520000
3720.8620000000,12644.3640000000,,2240032700,,176836.8916350000,427331.7466710000
3720.8700000000,12645.0080000000,,2240032600,,177791.2154820000,427341.2790470000
3720.7050000000,12645.3900000000,,2240032500,,178355.5156740000,427034.3066730000
3720.4600000000,12645.4300000000,,2240032400,,178424.4536480000,426580.6879570000
3721.9150000000,12644.5520000000,,2240032300,,177125.0165680000,429278.4115690000
3720.9980000000,12645.3600000000,,2240032200,,178317.5173860000,427577.3111150000
3721.1010000000,12645.4340000000,,2240032100,,178423.6508890000,427769.3319290000
3721.1000000000,12645.5000000000,,2240032000,,178524.8747330000,427764.2463300000
3721.1280000000,12645.6600000000,,2240031900,,178767.3947850000,427815.2712240000
3721.3450000000,12645.7910000000,,2240031800,,178952.2935600000,428219.2308630000
3721.3320000000,12645.8280000000,,2240031600,,179006.4735780000,428194.8616060000
3721.4610000000,12645.8200000000,,2240031500,,179001.0512360000,428430.7698340000
3721.4950000000,12645.8400000000,,2240031400,,179022.7778700000,428494.0800010000
3721.6630000000,12645.9500000000,,2240031300,,179186.0097010000,428804.3278340000
3721.6420000000,12645.8300000000,,2240031200,,179019.4877050000,428765.5697800000
3721.6810000000,12646.0400000000,,2240031100,,179318.5535700000,428837.1321840000
3720.5660000000,12646.9400000000,,2240031000,,180654.4224570000,426771.4663520000
3720.6260000000,12646.8300000000,,2240030900,,180488.9132750000,426883.3038060000
3720.5560000000,12646.8900000000,,2240030800,,180577.1535360000,426753.0265090000
3720.6570000000,12646.8400000000,,2240030700,,180508.9548480000,426939.9948560000
3720.6830000000,12646.9700000000,,2240030600,,180696.8318160000,426988.6944870000
3720.7240000000,12646.8600000000,,2240030500,,180532.8981220000,427064.7931340000
3720.8310000000,12646.9000000000,,2240030400,,180588.0994380000,427262.5500800000
3720.9710000000,12647.0100000000,,2240030300,,180754.2186780000,427521.0145210000
3720.9190000000,12647.1000000000,,2240030200,,180882.0864260000,427423.9221590000
3720.8750000000,12647.0500000000,,2240030100,,180818.2924800000,427342.9278360000
3722.5730000000,12646.0240000000,,2240030000,,179302.3611100000,430488.8944800000
3721.3940000000,12647.0260000000,,2240029900,,180777.2005210000,428300.4128200000
3723.4870000000,12644.5300000000,,2240029800,,177112.4999010000,432184.6330410000
3723.1990000000,12645.0500000000,,2240029700,,177875.9712450000,431648.3002020000
3723.0130000000,12647.4870000000,,2240029600,,181463.0058840000,431298.0372500000
3722.9690000000,12646.9900000000,,2240029500,,180739.0185010000,431216.3513810000
3722.9920000000,12646.9950000000,,2240029400,,180737.5678380000,431263.4678510000
3722.9840000000,12647.2360000000,,2240029300,,181093.0950090000,431244.8768800000
3723.0090000000,12647.2330000000,,2240029200,,181089.0439420000,431294.2998970000
3722.8860000000,12647.1460000000,,2240029100,,180959.1011440000,431063.6000520000
3722.9780000000,12647.1530000000,,2240029000,,180970.0054040000,431233.7441140000
3723.0300000000,12647.8610000000,장현교차로                    ,2240028900,,181983.2070940000,431323.4968210000
3723.1030000000,12648.1650000000,,2240028800,,182426.1792870000,431440.1673890000
3722.3440000000,12647.7430000000,,2240028700,,181832.2005800000,430661.2573910000
3722.9430000000,12648.1950000000,,2240028500,,182508.4490860000,431165.7065220000
3723.6200000000,12648.2000000000,,2240028400,,182518.0547220000,432416.8486560000
3723.5660000000,12648.2400000000,,2240028300,,182575.5496760000,432315.7868520000
3723.5030000000,12648.2600000000,,2240028200,,182617.6466030000,432200.3145050000
3723.4330000000,12648.2900000000,,2240028100,,182659.0535130000,432070.7311450000
3723.8530000000,12647.7570000000,연성IC입구(북측)              ,2240028000,,181865.7116710000,432851.9484580000
3724.1420000000,12646.4100000000,,2240027900,,179877.5705450000,433388.3611960000
3724.2080000000,12646.5900000000,,2240027700,,180147.3314410000,433509.6130580000
3724.3830000000,12647.0700000000,,2240027600,,180859.4180530000,433831.9277390000
3722.7360000000,12648.8570000000,,2240027500,,183484.6093150000,430780.9058420000
3722.7850000000,12648.9000000000,,2240027400,,183548.9703950000,430870.6323530000
3722.8580000000,12648.9700000000,,2240027300,,183652.1574690000,431005.3371870000
3722.8940000000,12649.0600000000,,2240027200,,183792.3507470000,431071.7089950000
3721.8500000000,12646.5200000000,,2240027100,,180032.2053050000,429148.1034930000
3724.8600000000,12648.9800000000,,2240026900,,183684.9850760000,434708.1017700000
3725.1510000000,12647.3100000000,,2240026800,,181208.3561150000,435251.3237160000
3725.1560000000,12647.2800000000,,2240026700,,181171.1648200000,435261.2026240000
3725.7500000000,12646.7820000000,신천IC남측(연결로)            ,2240026600,,180434.6712960000,436362.9549990000
3725.8140000000,12647.6400000000,,2240026500,,181705.4729880000,436476.2363630000
3725.7610000000,12647.6300000000,,2240026400,,181686.2843120000,436378.4721360000
3725.8380000000,12647.4200000000,,2240026300,,181381.8863680000,436522.8024310000
3725.9150000000,12647.2500000000,,2240026200,,181137.0386200000,436664.4342060000
3722.6050000000,12657.8680000000,,2090001600,,196786.0183660000,430519.6426010000
3722.7250000000,12657.9590000000,,2090001500,,196919.7558890000,430742.6433000000
3722.8380000000,12658.0210000000,,2090001400,,197009.1041320000,430953.7681900000
3722.8180000000,12658.0800000000,,2090001200,,197105.4858610000,430914.8436330000
3756.4910000000,12713.1690000000,,2360033300,,219228.8241360000,493229.8670050000
3756.4780000000,12713.1520000000,,2360033200,,219203.1700170000,493205.5091120000
3756.4400000000,12713.0500000000,,2360033100,,219060.7017520000,493132.8275990000
3756.4060000000,12713.0750000000,,2360033000,,219091.4862350000,493072.2626200000
3756.3650000000,12713.0760000000,,2360032800,,219093.4746380000,492994.7354830000
3756.2680000000,12713.1590000000,,2360032700,,219215.1043050000,492817.0482510000
3756.2090000000,12713.3320000000,신서교사거리                  ,2360032600,,219468.8484500000,492708.1273190000
3756.0500000000,12713.6320000000,신북면사무소앞                ,2360032500,,219908.8423170000,492415.3584820000
3756.0360000000,12713.6250000000,신북면사무소앞                ,2360032400,,219898.4708130000,492388.9094660000
3755.6290000000,12713.3440000000,신북대교삼거리                ,2360032300,,219488.2585650000,491635.3246670000
3755.3670000000,12713.3410000000,틀못이마을입구                ,2360032200,,219485.9617380000,491149.8282970000
3755.2180000000,12713.2410000000,구신북대교앞                  ,2360032100,,219339.3255690000,490874.1214340000
3755.2680000000,12712.9500000000,,2360032000,,218912.8243420000,490966.5711100000
3754.2140000000,12712.5090000000,,2360031900,,218269.4559000000,489015.2372020000
3754.3370000000,12712.2700000000,,2360031800,,217926.2392460000,489239.8218510000
3754.3870000000,12712.1300000000,,2360031700,,217718.6796260000,489331.7620030000
3754.3630000000,12712.1200000000,,2360031600,,217698.5296390000,489286.3119620000
3754.2740000000,12712.0400000000,,2360031500,,217586.7167280000,489121.4215710000
3754.1970000000,12712.1300000000,,2360031400,,217713.3830180000,488980.7193540000
3754.1770000000,12712.1660000000,(왕미초등학교앞)              ,2360031300,,217769.1195880000,488952.5439230000
3754.0380000000,12712.0320000000,보건소사거리                  ,2360031200,,217572.1252980000,488689.7912190000
3753.9010000000,12711.9040000000,(정신빌라앞)                  ,2360031100,,217386.4859250000,488435.7876770000
3753.8400000000,12711.7700000000,(포천초등학교앞)              ,2360031000,,217195.0147560000,488325.1414200000
3753.8040000000,12711.6600000000,신읍1교북단                   ,2360030900,,217027.0673900000,488253.0976260000
3753.8650000000,12711.3940000000,,2360030800,,216637.7512990000,488365.0639530000
3800.9360000000,12709.3490000000,주원교                        ,2360030700,,213618.9321190000,501441.0521020000
3800.2480000000,12710.0780000000,,2360030600,,214687.5143440000,500170.6983980000
3800.0330000000,12710.0400000000,,2360030500,,214632.8655480000,499771.8318510000
3759.8820000000,12710.2100000000,,2360030400,,214885.6343490000,499491.1296460000
3759.6610000000,12710.3100000000,,2360030300,,215028.1944040000,499082.0658820000
3759.5860000000,12710.3410000000,추동1리입구                   ,2360030200,,215075.1622490000,498945.7959840000
3759.6990000000,12709.7610000000,,2360030100,,214226.1654020000,499153.9592490000
3759.2510000000,12710.6160000000,,2360030000,,215478.9206340000,498327.1516100000
3759.2030000000,12710.6820000000,창수초등학교앞                ,2360029900,,215575.8610850000,498238.8649050000
3759.4230000000,12710.9150000000,,2360029800,,215916.2924050000,498646.7704760000
3759.4700000000,12710.9940000000,,2360029700,,216031.5392810000,498732.7386730000
3758.4160000000,12711.2030000000,,2360029600,,216342.3573970000,496784.7275200000
3758.2610000000,12711.2650000000,,2360029500,,216432.7220010000,496498.1722960000
3758.0190000000,12711.5630000000,장승거리                      ,2360029400,,216870.4194190000,496050.4844270000
3758.7440000000,12711.9710000000,,2360029300,,217464.2173400000,497392.2504100000
3757.8970000000,12711.5820000000,(장승교앞)                    ,2360029200,,216897.6971420000,495824.1660050000
3757.5210000000,12711.5150000000,,2360029100,,216801.2256930000,495128.6490870000
3757.0840000000,12711.3720000000,,2360029000,,216593.9659610000,494321.0577890000
3756.8140000000,12711.3070000000,,2360028900,,216499.1583650000,493819.9028330000
3756.5960000000,12711.2460000000,하심곡사거리                  ,2360028800,,216411.1203390000,493417.3235070000
3756.7810000000,12711.1250000000,,2360028700,,216233.0274040000,493759.0987630000
3756.9950000000,12710.8720000000,,2360028600,,215860.9276860000,494154.1913230000
3757.1170000000,12710.8190000000,,2360028500,,215783.8232040000,494379.6481350000
3757.0320000000,12710.3780000000,,2360028400,,215137.1313790000,494221.6828180000
3757.0570000000,12710.2840000000,,2360028300,,215000.6814450000,494267.8872670000
3757.2860000000,12709.0020000000,,2360028200,,213120.8726790000,494687.4165090000
3757.2050000000,12708.9160000000,,2360028100,,212995.3048660000,494538.1904950000
3757.4040000000,12708.2500000000,,2360028000,,212018.8440240000,494904.3933570000
3757.7340000000,12707.8160000000,,2360027900,,211382.7728160000,495513.7685180000
3756.3550000000,12713.7910000000,,2360027800,,220140.1985330000,492980.0596550000
3756.3760000000,12713.0590000000,,2360027700,,219068.5623040000,493015.3683980000
3756.3620000000,12712.9310000000,,2360027600,,218880.9996620000,492989.5329690000
3756.2350000000,12712.3130000000,,2360027500,,217975.5466470000,492752.9724050000
3756.5480000000,12711.4600000000,,2360027400,,216724.6532740000,493329.0016560000
3756.5770000000,12711.2680000000,하심곡사거리                  ,2360027300,,216443.7705150000,493381.6599880000
3756.0680000000,12711.2500000000,,2360027200,,216419.1587720000,492440.0452900000
3755.8150000000,12711.1980000000,번개아파트입구                ,2360027100,,216343.2268840000,491972.1472250000
3753.9330000000,12712.1890000000,,2360027000,,217799.3493040000,488491.2210660000
3735.6250000000,12704.1100000000,휘경빌라                      ,1050005100,,205984.7386750000,454607.0209960000
3735.6770000000,12703.8700000000,외대앞역앞교차로              ,1050005000,,205632.8436890000,454702.2603600000
3735.7870000000,12703.6100000000,외국어대                      ,1050004900,,205251.9641760000,454906.3659150000
3736.1790000000,12703.7200000000,이문동삼거리                  ,1050004800,,205411.4840110000,455632.0852060000
3736.4080000000,12703.6700000000,석관동제일은행                ,1070007900,,205332.6393200000,456056.0125470000
3736.4320000000,12703.9500000000,드림모형                      ,1070007800,,205755.7897820000,456099.0588460000
3735.4060000000,12703.3500000000,회기역앞                      ,1050004700,,204868.8798460000,454201.5913680000
3735.2950000000,12703.2200000000,시조사삼거리                  ,1050004600,,204672.1102140000,453995.4218520000
3735.7920000000,12704.0700000000,,1050004500,,205927.4568010000,454915.6316830000
3735.9700000000,12704.0600000000,신이문역앞                    ,1050004400,,205906.4913540000,455244.3697660000
3736.1790000000,12704.0400000000,신이문역 및 이문기지창        ,1050004300,,205881.1354440000,455631.5691190000
3736.2790000000,12704.0300000000,이문대림아파트                ,1050004200,,205870.8025670000,455816.6771580000
3736.4340000000,12704.0300000000,석관중학교                    ,1070007700,,205874.1264440000,456104.3762960000
3734.6530000000,12703.4600000000,전농동사거리                  ,1050004100,,205035.0787150000,452808.3472440000
3734.3740000000,12703.4400000000,답십리사거리                  ,1050004000,,205003.0609250000,452292.0384340000
3734.0790000000,12703.4200000000,,1050003900,,204966.1673090000,451746.4717450000
3734.2890000000,12703.0200000000,,1050003800,,204380.4556760000,452134.5210120000
3734.2530000000,12702.9800000000,신답육교                      ,1050003700,,204326.5693210000,452068.5382750000
3734.1940000000,12703.0500000000,,1050003600,,204432.4681870000,451958.8127730000
3734.1330000000,12703.1000000000,답십리근린생활시설            ,1050003500,,204507.9002030000,451846.7523520000
3734.5620000000,12702.8500000000,전농파출소앞                  ,1050003400,,204132.4757230000,452639.5786230000
3734.4010000000,12703.1300000000,동대문여중                    ,1050003300,,204545.6565740000,452342.5504590000
3735.0030000000,12703.2100000000,서울시립대앞                  ,1050003200,,204667.2141870000,453455.3006210000
3734.7370000000,12702.9900000000,전농1동사무소                 ,1050003100,,204342.8587380000,452964.1792410000
3754.0740000000,12712.5450000000,골말입구삼거리                ,2360015800,,218323.4478040000,488756.6528840000
3753.8300000000,12712.3510000000,한내사거리                    ,2360015700,,218042.1522350000,488303.8010270000
3753.7350000000,12712.4960000000,,2360015600,,218253.5805200000,488128.5145690000
3752.3900000000,12712.8960000000,,2360015500,,218894.1619080000,485962.3940070000
3752.7300000000,12712.8630000000,,2360015400,,218883.8038170000,486053.5452090000
3752.9610000000,12712.7250000000,,2360015300,,218588.9041630000,486701.6582170000
3753.4350000000,12711.6290000000,,2360015200,,216983.5835270000,487571.5401380000
3753.4730000000,12711.5440000000,,2360015100,,216859.3014370000,487640.8112170000
3749.6300000000,12712.1890000000,,2360015000,,217819.6584840000,480533.9847830000
3749.3750000000,12712.0000000000,,2360014900,,217543.1330450000,480061.1623470000
3749.1530000000,12711.5400000000,,2360014800,,216877.4213680000,479647.9804220000
3748.9140000000,12711.3860000000,,2360014700,,216643.7936970000,479206.4403110000
3748.8860000000,12711.2920000000,,2360014600,,216506.7491490000,479154.9891650000
3748.8730000000,12711.1690000000,,2360014500,,216326.2788500000,479130.3647910000
3748.8690000000,12710.8250000000,,2360014400,,215821.9321950000,479121.5884530000
3748.8960000000,12710.1400000000,,2360014300,,214819.0304120000,479168.5878390000
3748.4970000000,12710.4000000000,,2360014200,,215206.0882480000,478430.5768310000
3748.5110000000,12709.8960000000,,2360014100,,214458.3114460000,478453.1023270000
3748.8630000000,12709.6570000000,(정교초등학교앞)              ,2360014000,,214105.0316350000,479105.3525370000
3748.8930000000,12709.9010000000,정교1교                       ,2360013900,,214464.5861260000,479162.9619070000
3749.1150000000,12709.5560000000,,2360013800,,213958.9065320000,479573.4584240000
3749.3210000000,12709.4670000000,,2360013700,,213826.5084890000,479953.7136200000
3749.3660000000,12709.4260000000,,2360013600,,213766.8274690000,480037.9105010000
3749.5630000000,12709.2160000000,,2360013500,,213457.4834770000,480401.2865750000
3749.6480000000,12708.9280000000,이가팔리입구사거리            ,2360013400,,213039.8237630000,480554.5184080000
3749.6110000000,12708.8970000000,,2360013300,,212992.6896500000,480488.0870350000
3749.3390000000,12709.0180000000,(상운아파트앞)                ,2360013200,,213167.8367900000,479986.9254050000
3749.2870000000,12708.9400000000,,2360013100,,213054.3880340000,479890.3122710000
3749.2370000000,12708.8660000000,,2360013000,,212944.9986660000,479797.8911420000
3749.1990000000,12708.8000000000,,2360012900,,212856.3253390000,479725.0064090000
3749.2690000000,12708.6080000000,,2360012800,,212566.0075000000,479855.4017660000
3749.1780000000,12708.7700000000,,2360012700,,212809.9093300000,479685.7356390000
3749.0080000000,12709.1850000000,,2360012600,,213413.9240370000,479375.1174800000
3748.9800000000,12708.9700000000,,2360012500,,213103.3538330000,479320.6778640000
3748.7870000000,12708.7370000000,,2360012400,,212756.7323020000,478964.2987000000
3748.7210000000,12708.5720000000,,2360012300,,212515.8883550000,478841.4633810000
3748.2650000000,12708.0980000000,,2360012200,,211820.4902000000,477997.6046540000
